# CPU load percentage sampled every minute over a 24-hour day.
# Columns: start_ts, end_ts, value (0-100, int percent).
# 1440 contiguous one-minute intervals starting at t=0.
0,60,12
60,120,21
120,180,19
180,240,17
240,300,15
300,360,11
360,420,20
420,480,18
480,540,16
540,600,13
600,660,11
660,720,20
720,780,18
780,840,15
840,900,13
900,960,11
960,1020,20
1020,1080,17
1080,1140,14
1140,1200,12
1200,1260,10
1260,1320,19
1320,1380,16
1380,1440,14
1440,1500,12
1500,1560,10
1560,1620,18
1620,1680,16
1680,1740,14
1740,1800,12
1800,1860,20
1860,1920,18
1920,1980,16
1980,2040,13
2040,2100,10
2100,2160,19
2160,2220,17
2220,2280,15
2280,2340,13
2340,2400,10
2400,2460,19
2460,2520,17
2520,2580,15
2580,2640,12
2640,2700,10
2700,2760,19
2760,2820,17
2820,2880,14
2880,2940,12
2940,3000,9
3000,3060,18
3060,3120,15
3120,3180,13
3180,3240,11
3240,3300,9
3300,3360,18
3360,3420,15
3420,3480,13
3480,3540,11
3540,3600,9
3600,3660,17
3660,3720,15
3720,3780,13
3780,3840,11
3840,3900,8
3900,3960,17
3960,4020,15
4020,4080,12
4080,4140,9
4140,4200,7
4200,4260,16
4260,4320,14
4320,4380,12
4380,4440,9
4440,4500,7
4500,4560,16
4560,4620,14
4620,4680,11
4680,4740,9
4740,4800,7
4800,4860,16
4860,4920,13
4920,4980,11
4980,5040,9
5040,5100,7
5100,5160,15
5160,5220,13
5220,5280,11
5280,5340,8
5340,5400,16
5400,5460,14
5460,5520,12
5520,5580,10
5580,5640,8
5640,5700,16
5700,5760,14
5760,5820,12
5820,5880,10
5880,5940,7
5940,6000,16
6000,6060,14
6060,6120,12
6120,6180,9
6180,6240,7
6240,6300,16
6300,6360,14
6360,6420,11
6420,6480,9
6480,6540,7
6540,6600,16
6600,6660,14
6660,6720,11
6720,6780,9
6780,6840,7
6840,6900,16
6900,6960,12
6960,7020,10
7020,7080,8
7080,7140,6
7140,7200,14
7200,7260,12
7260,7320,10
7320,7380,8
7380,7440,5
7440,7500,14
7500,7560,12
7560,7620,10
7620,7680,8
7680,7740,5
7740,7800,14
7800,7860,12
7860,7920,10
7920,7980,7
7980,8040,5
8040,8100,14
8100,8160,12
8160,8220,9
8220,8280,7
8280,8340,5
8340,8400,14
8400,8460,11
8460,8520,9
8520,8580,7
8580,8640,5
8640,8700,14
8700,8760,11
8760,8820,9
8820,8880,7
8880,8940,5
8940,9000,13
9000,9060,11
9060,9120,9
9120,9180,7
9180,9240,15
9240,9300,13
9300,9360,11
9360,9420,9
9420,9480,6
9480,9540,15
9540,9600,13
9600,9660,11
9660,9720,8
9720,9780,6
9780,9840,15
9840,9900,13
9900,9960,11
9960,10020,8
10020,10080,6
10080,10140,15
10140,10200,13
10200,10260,10
10260,10320,8
10320,10380,6
10380,10440,15
10440,10500,12
10500,10560,10
10560,10620,8
10620,10680,6
10680,10740,14
10740,10800,12
10800,10860,10
10860,10920,8
10920,10980,6
10980,11040,14
11040,11100,12
11100,11160,10
11160,11220,8
11220,11280,5
11280,11340,14
11340,11400,12
11400,11460,10
11460,11520,7
11520,11580,5
11580,11640,14
11640,11700,12
11700,11760,9
11760,11820,7
11820,11880,5
11880,11940,14
11940,12000,12
12000,12060,9
12060,12120,7
12120,12180,5
12180,12240,14
12240,12300,11
12300,12360,9
12360,12420,7
12420,12480,5
12480,12540,13
